0.000000,0.001074
0.003906,0.001008
0.007812,0.000856
0.011719,0.000662
0.015625,0.000464
0.019531,0.000288
0.023438,0.000151
0.027344,0.000063
0.031250,0.000023
0.035156,0.000023
0.039062,0.000049
0.042969,0.000089
0.046875,0.000129
0.050781,0.000162
0.054688,0.000186
0.058594,0.000200
0.062500,0.000208
0.066406,0.000213
0.070312,0.000215
0.074219,0.000216
0.078125,0.000218
0.082031,0.000220
0.085938,0.000222
0.089844,0.000225
0.093750,0.000228
0.097656,0.000232
0.101562,0.000237
0.105469,0.000242
0.109375,0.000248
0.113281,0.000255
0.117188,0.000263
0.121094,0.000272
0.125000,0.000282
0.128906,0.000293
0.132812,0.000306
0.136719,0.000318
0.140625,0.000332
0.144531,0.000347
0.148438,0.000362
0.152344,0.000378
0.156250,0.000394
0.160156,0.000410
0.164062,0.000426
0.167969,0.000441
0.171875,0.000456
0.175781,0.000470
0.179688,0.000483
0.183594,0.000494
0.187500,0.000503
0.191406,0.000511
0.195312,0.000517
0.199219,0.000520
0.203125,0.000522
0.207031,0.000521
0.210938,0.000518
0.214844,0.000512
0.218750,0.000503
0.222656,0.000493
0.226562,0.000481
0.230469,0.000468
0.234375,0.000453
0.238281,0.000438
0.242188,0.000421
0.246094,0.000404
0.250000,0.000387
0.253906,0.000370
0.257812,0.000352
0.261719,0.000335
0.265625,0.000318
0.269531,0.000302
0.273438,0.000286
0.277344,0.000272
0.281250,0.000258
0.285156,0.000246
0.289062,0.000235
0.292969,0.000225
0.296875,0.000216
0.300781,0.000208
0.304688,0.000200
0.308594,0.000194
0.312500,0.000189
0.316406,0.000184
0.320312,0.000180
0.324219,0.000177
0.328125,0.000174
0.332031,0.000171
0.335938,0.000169
0.339844,0.000168
0.343750,0.000167
0.347656,0.000166
0.351562,0.000165
0.355469,0.000164
0.359375,0.000164
0.363281,0.000164
0.367188,0.000163
0.371094,0.000163
0.375000,0.000163
0.378906,0.000163
0.382812,0.000163
0.386719,0.000164
0.390625,0.000164
0.394531,0.000164
0.398438,0.000164
0.402344,0.000164
0.406250,0.000164
0.410156,0.000164
0.414062,0.000164
0.417969,0.000164
0.421875,0.000165
0.425781,0.000165
0.429688,0.000165
0.433594,0.000165
0.437500,0.000165
0.441406,0.000165
0.445312,0.000165
0.449219,0.000165
0.453125,0.000165
0.457031,0.000166
0.460938,0.000166
0.464844,0.000166
0.468750,0.000166
0.472656,0.000166
0.476562,0.000166
0.480469,0.000166
0.484375,0.000166
0.488281,0.000166
0.492188,0.000167
0.496094,0.000167
0.500000,0.000168
0.503906,0.000168
0.507812,0.000169
0.511719,0.000170
0.515625,0.000171
0.519531,0.000173
0.523438,0.000176
0.527344,0.000180
0.531250,0.000185
0.535156,0.000191
0.539062,0.000199
0.542969,0.000208
0.546875,0.000218
0.550781,0.000230
0.554688,0.000243
