371,68,0,0,0,0,0,0,0
362,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
362,68,0,0,0,0,0,0,0
358,68,0,0,0,0,0,0,0
354,68,0,0,0,0,0,0,0
357,68,0,0,0,0,0,0,0
356,68,0,0,0,0,0,0,0
349,68,0,0,0,0,0,0,0
352,68,0,0,0,0,0,0,0
351,68,0,0,0,0,0,0,0
356,68,0,0,0,0,0,0,0
368,68,0,0,0,0,0,0,0
358,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
354,68,0,0,0,0,0,0,0
357,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
353,68,0,0,0,0,0,0,0
349,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
357,68,0,0,0,0,0,0,0
360,68,0,0,0,0,0,0,0
365,68,0,0,0,0,0,0,0
358,68,0,0,0,0,0,0,0
362,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
363,68,0,0,0,0,0,0,0
362,68,0,0,0,0,0,0,0
354,68,0,0,0,0,0,0,0
354,68,0,0,0,0,0,0,0
357,68,0,0,0,0,0,0,0
357,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
371,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
353,68,0,0,0,0,0,0,0
355,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
355,68,0,0,0,0,0,0,0
362,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
357,68,0,0,0,0,0,0,0
358,68,0,0,0,0,0,0,0
367,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
358,68,0,0,0,0,0,0,0
345,68,0,0,0,0,0,0,0
356,68,0,0,0,0,0,0,0
355,68,0,0,0,0,0,0,0
365,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
360,68,0,0,0,0,0,0,0
365,68,0,0,0,0,0,0,0
363,68,0,0,0,0,0,0,0
363,68,0,0,0,0,0,0,0
363,68,0,0,0,0,0,0,0
364,68,0,0,0,0,0,0,0
369,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
367,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
360,68,0,0,0,0,0,0,0
364,68,0,0,0,0,0,0,0
368,68,0,0,0,0,0,0,0
370,68,0,0,0,0,0,0,0
373,68,0,0,0,0,0,0,0
364,68,0,0,0,0,0,0,0
362,68,0,0,0,0,0,0,0
363,68,0,0,0,0,0,0,0
363,68,0,0,0,0,0,0,0
364,68,0,0,0,0,0,0,0
364,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
368,68,0,0,0,0,0,0,0
371,68,0,0,0,0,0,0,0
382,68,0,0,0,0,0,0,0
389,68,0,0,0,0,0,0,0
377,68,0,0,0,0,0,0,0
378,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
357,68,0,0,0,0,0,0,0
359,68,0,0,0,0,0,0,0
351,68,0,0,0,0,0,0,0
348,68,0,0,0,0,0,0,0
338,68,0,0,0,0,0,0,0
325,68,0,0,0,0,0,0,0
330,68,0,0,0,0,0,0,0
328,68,0,0,0,0,0,0,0
333,68,0,0,0,0,0,0,0
328,68,0,0,0,0,0,0,0
334,68,0,0,0,0,0,0,0
331,68,0,0,0,0,0,0,0
329,68,0,0,0,0,0,0,0
330,68,0,0,0,0,0,0,0
341,68,0,0,0,0,0,0,0
333,68,0,0,0,0,0,0,0
340,68,0,0,0,0,0,0,0
360,68,0,0,0,0,0,0,0
345,68,0,0,0,0,0,0,0
363,68,0,0,0,0,0,0,0
360,68,0,0,0,0,0,0,0
373,68,0,0,0,0,0,0,0
368,68,0,0,0,0,0,0,0
366,68,0,0,0,0,0,0,0
371,68,0,0,0,0,0,0,0
382,68,0,0,0,0,0,0,0
374,68,0,0,0,0,0,0,0
370,68,0,0,0,0,0,0,0
362,68,0,0,0,0,0,0,0
361,68,0,0,0,0,0,0,0
364,68,0,0,0,0,0,0,0
371,68,0,0,0,0,0,0,0
365,68,0,0,0,0,0,0,0
374,68,0,0,0,0,0,0,0
